SeriousDlqin2yrs,age,NumberOfTime3059DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime6089DaysPastDueNotWorse,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,DebtRatio,credit_score
0.0,43,0,8600.0,9,0,2,0,1.0,0.263867251,0.376932915,758
0.0,73,0,5000.0,2,0,0,0,2.0,0.9999999,0.153169366,706
0.0,59,0,6500.0,17,0,2,0,1.0,0.013275886,0.126903553,686
0.0,48,0,5921.0,13,0,2,0,3.0,0.092883729,0.427051672,674
0.0,41,0,13700.0,14,0,2,0,1.0,0.487349163,0.277352018,702
0.0,26,0,2500.0,3,0,2,0,0.0,0.010089985,1.4310275890000002,712
0.0,50,0,7400.0,14,0,2,0,1.0,0.291030882,0.312795568,720
0.0,35,2,2639.0,10,0,2,0,2.0,0.241012056,1.257575758,731
0.0,84,0,3500.0,3,0,1,0,0.0,0.029931338,0.202513568,747
0.0,61,0,5600.0,9,0,2,0,0.0,0.052104432,0.433851098,710
0.0,42,0,4400.0,7,0,1,0,0.0,0.675743795,0.327880027,698
0.0,41,0,9166.0,7,0,1,0,2.0,0.015571336,0.143449329,734
0.0,50,0,4416.0,12,0,4,0,2.0,0.224123262,0.8587276429999999,659
0.0,68,0,4300.0,15,0,2,0,0.0,0.232633891,0.531039293,680
0.0,53,1,10200.0,8,0,1,0,1.0,0.3366058179999999,0.175374963,687
0.0,61,0,8500.0,6,0,1,0,1.0,0.5604349820000001,0.194565345,762
0.0,58,0,9534.0,17,0,3,0,1.0,0.083442514,0.336864185,670
0.0,79,0,6000.0,4,0,0,0,0.0,0.106879209,0.018163639,696
0.0,52,0,8050.0,7,0,1,0,2.0,0.235708251,0.289529251,734
0.0,72,0,17916.0,6,0,0,0,0.0,0.047358106,0.001953452,685
0.0,60,0,2527.0,9,0,1,0,0.0,0.723230763,0.859968354,674
0.0,39,0,7500.0,8,0,0,0,0.0,0.228650243,0.3914144779999999,751
0.0,39,1,2500.0,8,0,1,0,0.0,0.083983402,0.930827669,665
0.0,53,2,4500.0,9,2,1,1,0.0,0.10142604,0.461230838,755
0.0,62,0,8850.0,1,0,0,0,2.0,0.054378667,0.006665913,727
0.0,45,0,6089.0,5,0,0,0,0.0,0.081478464,0.066009852,757
0.0,38,0,3200.0,5,0,1,0,2.0,0.838949033,0.300843486,687
0.0,47,0,8014.0,13,0,2,0,0.0,0.45606057,0.379164067,746
0.0,57,0,8286.0,15,0,1,0,1.0,0.448114111,0.325932183,746
0.0,47,0,9094.0,10,0,2,0,0.0,0.249873497,0.340186916,695
0.0,40,0,9166.0,6,0,2,0,3.0,0.98763223,0.467873895,669
0.0,55,1,8300.0,7,0,1,0,1.0,0.036375383,0.321286592,667
0.0,51,0,7276.0,6,0,0,0,1.0,0.0,0.051532225,725
0.0,35,0,6844.0,5,0,0,0,2.0,1.694922031,0.0185536889999999,670
0.0,64,0,1666.0,6,0,0,0,0.0,0.116570886,0.118176365,749
0.0,37,0,5237.0,18,0,3,0,2.0,0.895921003,0.926880489,764
0.0,62,0,10000.0,10,0,4,0,0.0,0.101853045,0.349265073,689
0.0,41,0,2478.0,3,1,0,0,2.0,0.97010299,0.281968536,678
0.0,43,0,26500.0,4,0,1,0,3.0,0.070353992,0.231085619,670
0.0,43,0,12900.0,12,0,1,0,3.0,0.019433433,0.172389737,682
0.0,45,0,4956.0,12,0,1,0,1.0,0.608497589,0.492636675,727
0.0,27,0,7400.0,16,0,0,0,0.0,0.132341446,0.063640049,755
0.0,71,0,3500.0,13,0,0,0,0.0,0.021371884,0.069980006,733
0.0,54,0,3166.0,14,0,2,0,1.0,0.416761005,0.147900221,722
0.0,46,0,5700.0,6,0,0,0,1.0,0.0,0.0,701
0.0,77,0,4244.0,11,0,1,0,0.0,0.6322591120000001,0.474204947,673
0.0,60,0,7010.0,28,0,1,0,0.0,0.031932277,0.218371131,726
0.0,43,2,4500.0,8,0,0,0,0.0,0.348403685,0.261053099,676
0.0,37,0,5291.0,3,0,0,0,0.0,0.022239555,0.006235828,747
0.0,40,0,4800.0,4,0,2,0,0.0,0.9999999,0.776921475,668
0.0,27,0,2200.0,1,0,0,0,1.0,0.564870259,0.0036347109999999,696
0.0,66,0,8013.0,12,0,3,0,0.0,0.040555398,0.316571001,681
0.0,53,0,12000.0,12,0,5,0,1.0,0.130386961,0.565036247,741
0.0,57,0,5000.0,3,0,0,0,0.0,0.0,0.0,679
0.0,72,1,6666.0,9,0,3,0,0.0,0.851850364,0.624418779,673
0.0,34,0,4833.0,5,0,0,0,2.0,0.212757449,0.1067438969999999,659
0.0,32,1,8000.0,9,0,0,0,2.0,0.54605601,0.285089364,745
0.0,49,0,1800.0,3,0,0,0,0.0,0.009776691,0.105496946,719
0.0,77,0,5000.0,15,0,0,0,0.0,0.0004310309999999,0.00759848,704
0.0,55,0,4100.0,2,0,1,0,0.0,0.0,0.27383565,702
0.0,33,0,7691.0,12,0,2,0,3.0,0.120014285,0.331643266,728
0.0,27,1,3000.0,6,0,0,0,0.0,0.01429857,0.26691103,688
0.0,46,0,11425.0,6,0,1,0,1.0,0.057730591,0.207684229,731
0.0,35,0,2500.0,3,0,0,0,0.0,0.787442511,0.3386645339999999,683
0.0,42,0,5500.0,21,0,1,0,1.0,0.373154281,0.540992547,693
0.0,66,0,5146.0,5,0,2,0,0.0,0.9999999,0.462405285,672
0.0,71,0,2047.0,12,0,1,0,0.0,0.419980639,0.46875,682
0.0,45,0,5200.0,7,0,0,0,0.0,0.2662872089999999,0.025956547,694
0.0,52,0,1733.0,4,0,0,0,0.0,0.0620987259999999,0.261245675,742
0.0,28,0,4000.0,3,0,1,0,2.0,0.2006309819999999,0.503374156,704
0.0,46,0,10250.0,24,0,2,0,1.0,0.087201364,0.374890255,746
0.0,36,0,7200.0,9,0,1,0,2.0,0.204478806,0.307596167,733
0.0,25,0,2000.0,2,0,0,0,0.0,0.9999999,0.145427286,676
0.0,31,0,3400.0,7,0,0,0,1.0,0.0546997459999999,0.134078212,691
0.0,64,0,12800.0,12,0,2,0,0.0,0.117152044,0.318490743,744
0.0,40,0,7498.0,10,0,1,0,0.0,0.695890745,0.301506868,757
0.0,55,0,5275.0,15,0,3,0,2.0,0.209866866,0.658263836,747
0.0,43,0,20000.0,22,0,2,0,2.0,0.767386426,0.331383431,740
0.0,75,0,10500.0,8,0,3,0,0.0,0.008618025,0.2449290539999999,715
0.0,49,2,5500.0,6,6,0,0,0.0,0.014604811,0.04253772,752
0.0,59,0,6367.0,8,0,0,0,1.0,0.023058267,0.2003768839999999,666
0.0,45,0,4833.0,10,0,1,0,2.0,0.102465487,0.533719487,704
0.0,26,0,1530.0,9,0,0,0,0.0,0.028848558,0.011103854,686
0.0,67,0,6700.0,9,0,0,0,1.0,0.433862645,0.129234443,742
0.0,63,0,8000.0,11,0,2,0,1.0,0.007681469,0.452568429,736
0.0,83,0,7800.0,11,0,1,0,0.0,0.127406642,0.241763876,662
0.0,51,0,4000.0,5,0,1,0,3.0,0.01418632,0.139965009,727
0.0,52,0,8570.0,26,0,1,0,1.0,0.07074434,0.503091821,670
0.0,77,0,5999.0,5,0,0,0,0.0,0.026677245,0.008,757
0.0,47,0,8000.0,14,0,2,0,3.0,0.029002305,0.50743657,670
0.0,40,1,2215.0,7,0,1,0,0.0,0.588638789,0.82400722,754
0.0,53,0,5741.0,8,0,1,0,1.0,0.406755979,0.310344828,687
0.0,65,0,8500.0,10,0,2,0,2.0,0.775293873,0.5971062229999999,696
0.0,59,0,10000.0,16,0,2,0,1.0,0.303260465,0.333566643,690
0.0,56,0,5570.0,4,0,0,0,0.0,0.155605549,0.140369772,741
0.0,56,0,2997.0,17,0,2,0,2.0,0.144062952,0.68712475,736
0.0,43,0,8084.0,3,0,1,0,3.0,0.9999999,0.177489177,750
0.0,46,0,5500.0,3,0,0,0,1.0,0.9999999,0.043083076,750
0.0,88,0,3413.0,1,0,0,0,0.0,0.024099197,0.0061511419999999,665
0.0,39,0,8326.0,11,0,0,0,3.0,0.2328336489999999,0.250990753,719
0.0,70,1,2756.0,6,5,0,0,0.0,0.342003452,0.489299964,696
0.0,49,0,3000.0,11,0,1,0,0.0,0.007702633,0.437520826,726
0.0,55,0,6828.0,5,0,2,0,0.0,0.0422296859999999,0.198125641,746
0.0,85,0,5200.0,3,0,0,0,0.0,0.052949084,0.009228994,706
0.0,71,0,9167.0,4,0,2,0,0.0,0.9999999,0.4694589879999999,727
0.0,65,0,5366.0,3,0,0,0,1.0,0.012150211,0.00242221,703
0.0,45,0,8744.0,16,0,1,0,0.0,0.7253671079999999,0.609262436,688
0.0,50,0,9000.0,8,0,0,1,1.0,0.351798886,0.147428064,672
0.0,55,0,2855.0,13,0,2,0,0.0,0.256707778,0.929271709,698
0.0,37,0,4400.0,4,1,0,2,2.0,1.641196013,0.119063849,685
0.0,31,0,2882.0,10,0,0,0,1.0,0.626209978,0.253208463,701
0.0,53,1,5100.0,12,0,1,0,2.0,0.118171664,0.525975299,677
0.0,69,0,11050.0,15,0,2,0,0.0,0.423841852,0.479685096,756
0.0,31,0,2600.0,5,0,0,0,0.0,0.070815198,0.058054594,732
0.0,47,0,8700.0,10,0,3,0,1.0,0.780851506,0.7535915409999999,681
0.0,73,0,8587.0,10,0,2,0,0.0,0.560435989,0.63553796,756
0.0,46,0,2400.0,13,0,2,0,1.0,0.255906296,0.917950854,759
0.0,47,0,9500.0,10,0,2,0,2.0,0.094470953,0.345226818,722
0.0,53,0,9041.0,5,0,1,0,2.0,0.824745017,0.2355673519999999,723
0.0,31,0,8000.0,6,0,0,0,0.0,0.119336311,0.090988626,694
0.0,62,0,4185.0,18,0,1,0,0.0,0.10910359,0.51242236,692
0.0,59,0,3100.0,9,0,0,2,0.0,0.539908529,0.58400516,757
0.0,54,0,3000.0,9,0,1,0,1.0,0.023085036,0.495168277,681
0.0,32,0,3338.0,14,0,0,0,0.0,0.639063773,0.284216831,700
0.0,56,0,4967.0,14,0,1,0,0.0,0.0,0.349235105,730
0.0,74,0,4067.0,6,0,0,0,0.0,0.014586247,0.007620452,674
0.0,72,0,2374.0,4,0,0,0,0.0,0.4158822379999999,0.194526316,699
0.0,68,1,8346.0,4,0,1,0,0.0,0.999945566,0.277824368,703
0.0,32,0,3000.0,7,0,0,0,0.0,0.083455119,0.284571809,730
0.0,68,0,3000.0,9,0,0,0,0.0,0.106453899,0.043318894,659
0.0,46,2,6800.0,17,0,2,0,1.0,0.297349228,0.398176739,708
0.0,57,0,3750.0,5,0,1,0,2.0,0.1512949569999999,0.487070115,757
0.0,46,0,13500.0,13,0,2,0,1.0,0.00201,0.2313161989999999,739
0.0,51,0,8000.0,11,0,2,0,2.0,0.233754608,0.306336708,725
0.0,60,0,10716.0,4,0,1,0,0.0,0.1105484869999999,0.198563031,738
0.0,46,0,2302.0,6,0,2,0,2.0,0.040326547,1.090316978,725
0.0,45,0,6541.0,14,0,3,0,0.0,0.262035494,1.162335677,707
0.0,60,0,4566.0,7,0,1,0,0.0,0.01003273,0.41318152,693
0.0,71,0,6450.0,6,0,1,0,0.0,0.0568269479999999,0.2584095489999999,707
0.0,26,0,31250.0,18,0,0,0,0.0,0.001254838,0.014527535,754
0.0,32,0,3466.0,8,0,1,0,0.0,0.458882512,0.6807037779999999,703
0.0,48,1,4226.0,4,0,1,0,0.0,0.5618978370000001,0.446415898,727
0.0,45,0,21666.0,14,0,2,0,5.0,0.379224831,0.244242396,706
0.0,32,1,6800.0,9,0,1,0,1.0,0.68333046,0.307454786,686
0.0,56,1,20000.0,11,0,4,0,0.0,0.10521156,0.362881856,716
0.0,77,0,5000.0,14,0,0,0,0.0,0.014515248,0.013997201,734
0.0,64,0,4700.0,16,0,2,0,0.0,0.052595968,0.534354393,682
0.0,27,0,2444.0,5,0,0,0,0.0,0.773203153,0.128425358,667
0.0,38,1,3606.0,6,3,0,1,1.0,0.7389460929999999,0.098696978,695
0.0,48,1,3900.0,0,1,0,1,2.0,0.9999999,0.003845168,697
0.0,45,0,1700.0,10,0,1,0,1.0,0.031410468,0.8195179309999999,708
0.0,66,0,6000.0,3,0,0,0,0.0,0.002288418,0.000499917,683
0.0,46,0,6725.0,9,0,2,0,0.0,0.021834507,0.3542967589999999,671
0.0,38,0,10785.0,4,0,1,0,1.0,0.0427910959999999,0.21611348,683
0.0,56,0,3953.0,4,0,0,0,1.0,0.121798321,0.27364694,675
0.0,38,1,2600.0,11,0,1,0,5.0,0.3515546879999999,1.250288351,759
0.0,37,0,3666.0,11,0,0,0,1.0,0.454674087,0.133624216,677
0.0,49,0,7288.0,11,0,2,0,1.0,0.289912474,0.335574153,728
0.0,47,0,11583.0,9,0,1,0,3.0,0.088424989,0.314485497,672
0.0,65,0,10791.0,7,0,0,0,1.0,0.019944223,0.0323387689999999,678
0.0,92,0,20000.0,2,0,0,0,0.0,0.183373647,0.016899155,670
0.0,81,0,4300.0,4,0,0,0,0.0,0.019490255,0.0453382929999999,750
0.0,36,0,4879.0,7,0,0,0,2.0,0.181553751,0.266393443,694
0.0,72,0,3000.0,4,0,1,0,0.0,0.354881706,0.298233922,726
0.0,49,1,7533.0,6,0,2,0,0.0,0.598322383,0.406291479,756
0.0,51,0,10000.0,11,0,1,0,0.0,0.294514511,0.1474852509999999,662
0.0,35,1,5833.0,4,0,0,0,2.0,0.2442536689999999,0.088789853,705
0.0,65,0,2858.0,17,0,1,0,0.0,0.158678326,0.463798531,758
0.0,43,0,4000.0,4,0,1,0,0.0,0.1023543309999999,0.364658835,756
0.0,51,0,5737.0,23,0,1,0,0.0,0.433390166,0.428720809,740
1.0,34,2,3000.0,9,0,0,0,0.0,0.7853602909999999,0.617794069,735
1.0,48,2,8750.0,9,1,3,0,2.0,0.487358949,0.49331505,695
1.0,29,1,1648.0,7,0,0,0,1.0,1.098901099,0.614311704,720
1.0,56,0,1100.0,2,2,0,1,3.0,0.8375812090000001,0.0572207079999999,704
1.0,59,0,2900.0,3,0,1,1,1.0,1.037481259,0.345742847,760
1.0,33,0,3350.0,6,1,1,0,2.0,0.855381539,0.489704566,771
1.0,49,0,5284.0,5,1,1,0,2.0,0.902013998,0.5256386,661
1.0,60,1,12500.0,8,0,2,0,0.0,0.014523118,0.23838093,688
1.0,44,0,16000.0,30,0,4,0,1.0,0.6246144060000001,0.689144428,768
1.0,47,0,9342.0,6,0,0,0,2.0,0.832933653,0.195012309,710
1.0,47,1,11205.0,11,2,3,0,0.0,0.1188452909999999,0.263787257,747
1.0,45,1,5200.0,3,0,0,0,4.0,0.975062344,0.143433955,716
1.0,39,0,3500.0,11,0,2,0,2.0,1.035152827,0.9711511,714
1.0,36,2,5691.0,7,0,2,0,2.0,0.815488093,0.632642305,712
1.0,40,0,6802.0,8,0,0,1,5.0,0.595641733,0.072909011,765
1.0,47,1,8450.0,10,0,2,0,0.0,0.678424978,0.620163294,677
1.0,37,1,2500.0,2,4,0,0,1.0,0.9999999,0.136345462,744
1.0,32,0,1750.0,5,0,1,2,1.0,0.965172471,0.764705882,703
1.0,46,3,7300.0,8,1,0,1,1.0,0.96850178,0.04287084,771
1.0,54,1,3026.0,8,0,0,1,1.0,0.5070719029999999,0.268913115,739
1.0,47,0,5000.0,14,0,2,0,0.0,0.1698001039999999,0.615676865,679
1.0,44,0,10184.0,0,0,0,0,2.0,0.9999999,0.007756505,659
1.0,26,2,2032.0,6,0,0,1,0.0,1.249405045,0.215937039,693
1.0,23,0,8500.0,12,0,0,0,0.0,0.8492714579999999,0.077990825,758
1.0,48,4,8830.0,16,3,1,2,1.0,0.016627345,0.5292718829999999,708
1.0,36,0,6188.0,11,0,2,1,2.0,0.511912485,0.690903215,686
1.0,27,0,8000.0,6,0,0,1,0.0,0.117239155,0.025371829,735
1.0,49,1,7083.0,11,1,1,1,0.0,0.851423083,0.419678148,766
1.0,56,0,2357.0,6,1,1,0,0.0,0.100419958,0.766327396,768
1.0,56,0,8491.0,18,0,0,0,0.0,0.035042113,0.09597268,758
1.0,41,0,7570.0,7,0,2,1,0.0,0.11540755,0.321886144,677
1.0,50,0,5417.0,15,0,5,0,0.0,0.877078578,1.326504245,731
1.0,38,4,11666.0,9,0,2,2,3.0,1.079904433,0.374303591,663
1.0,63,4,4683.0,10,0,1,1,3.0,1.013986708,0.464346712,732
1.0,57,4,3333.0,6,0,1,2,1.0,0.899337927,0.332033593,715
1.0,40,1,6000.0,9,0,1,0,0.0,0.316947175,0.211964673,740
1.0,39,1,3083.0,22,0,2,0,0.0,0.109538131,0.334954604,714
1.0,55,0,12833.0,9,0,2,0,0.0,0.7186573820000001,0.705937354,710
1.0,43,0,3750.0,8,0,1,0,0.0,0.9999999,0.779792055,670
1.0,49,1,3683.0,5,0,1,0,0.0,0.100554939,0.376221498,773
1.0,85,0,3566.0,3,0,0,1,0.0,0.139643044,0.020185029,766
1.0,39,2,9325.0,18,0,3,0,2.0,0.288878763,0.4833797979999999,712
1.0,65,0,1889.0,6,0,1,0,0.0,0.064123591,0.446031746,725
1.0,58,0,7906.0,15,0,2,0,0.0,0.46391317,0.7268243329999999,761
1.0,54,0,14166.0,21,0,6,0,3.0,0.702381432,0.866732547,665
1.0,31,1,2000.0,2,4,0,1,1.0,0.952123742,0.192903548,692
1.0,59,0,5062.0,6,0,1,0,0.0,0.75443713,0.278095991,692
1.0,44,0,7500.0,20,0,4,0,5.0,0.6911913120000001,0.72510332,708
1.0,49,1,12000.0,12,0,1,0,5.0,0.991144122,0.455295392,718
1.0,30,0,4583.0,3,0,0,0,5.0,1.015074604,0.136561955,659
1.0,33,3,4300.0,3,1,0,0,0.0,0.495252374,0.132759823,691
1.0,53,1,3683.0,9,1,1,0,0.0,0.631376211,0.86970684,700
1.0,46,0,5000.0,8,0,0,0,0.0,0.34706665,0.25394921,758
1.0,43,0,3958.0,1,9,0,0,1.0,1.320453031,0.1970194489999999,669
1.0,32,3,6000.0,11,1,1,0,4.0,0.920696812,0.549408432,771
1.0,56,0,1685.0,2,0,0,0,0.0,0.9999999,0.15480427,678
1.0,32,0,1372.0,2,2,0,1,0.0,0.9999999,0.083029862,705
1.0,55,0,6560.0,21,0,2,0,1.0,0.7999137609999999,0.685566225,737
1.0,28,0,1842.0,6,0,0,2,2.0,1.063670412,0.1958762889999999,714
1.0,44,1,5100.0,7,0,0,0,4.0,0.96424589,0.322289747,744
1.0,38,1,8500.0,7,1,4,0,0.0,0.04169583,0.471473944,667
1.0,44,1,5197.0,8,0,2,2,3.0,0.145073324,0.685263563,746
1.0,46,0,6100.0,18,0,2,0,1.0,0.037910913,0.458285527,761
1.0,62,0,250000.0,15,0,2,0,0.0,0.375782832,0.022711909,745
1.0,32,1,1200.0,3,0,0,0,1.0,0.9999999,0.532056619,735
1.0,53,0,16000.0,12,0,2,0,2.0,0.186440678,0.402287357,771
1.0,48,0,5899.0,27,0,0,0,1.0,0.390361534,0.243559322,760
1.0,52,0,2800.0,10,0,0,0,0.0,0.880440256,0.8114958940000001,663
1.0,41,1,5500.0,1,0,0,2,0.0,0.9999999,0.0,696
1.0,50,4,4400.0,26,1,3,2,0.0,0.48299672,1.346057714,761
1.0,45,0,7342.0,4,2,0,0,5.0,0.25036339,0.110990059,725
1.0,80,0,4200.0,11,1,4,1,0.0,0.148359141,0.6824565579999999,689
1.0,36,1,2666.0,8,0,0,0,1.0,0.206511046,0.294713161,720
1.0,37,2,8200.0,4,0,1,0,2.0,0.9999999,0.186684551,754
1.0,50,2,5752.0,13,1,2,6,0.0,0.904789851,1.422040674,721
1.0,40,0,6000.0,6,0,0,0,3.0,0.553449836,0.242292951,677
1.0,65,0,7262.0,7,1,1,0,0.0,0.804398534,0.292165772,698
1.0,29,1,2500.0,9,0,0,0,0.0,0.336539195,0.364254298,772
1.0,44,0,4500.0,0,2,0,0,0.0,0.9999999,0.00933126,710
1.0,74,0,3097.0,12,0,3,0,0.0,0.385260442,1.947708199,749
1.0,55,5,6250.0,10,0,0,1,1.0,0.882109687,0.64693649,732
1.0,66,0,12249.0,14,0,2,0,2.0,0.574249405,0.268244898,693
1.0,45,2,4830.0,5,0,0,0,3.0,0.99090294,0.268474436,750
1.0,50,0,3500.0,5,0,1,0,4.0,1.025794841,0.409025993,760
1.0,38,2,5200.0,10,0,1,0,0.0,0.097180092,0.183618535,690
1.0,51,1,3016.0,6,1,0,3,1.0,0.885257895,0.512429566,751
1.0,73,0,9500.0,12,0,1,0,1.0,0.921014296,0.437111883,679
1.0,32,0,6300.0,5,0,0,0,5.0,0.218927024,0.133629583,751
1.0,52,0,4700.0,2,3,0,0,1.0,0.9999999,0.0404169329999999,676
1.0,64,2,5416.0,6,0,2,1,0.0,0.703338392,1.250323057,659
1.0,29,0,3658.0,7,5,0,0,0.0,0.9999999,0.182563542,744
1.0,49,1,3333.0,5,0,1,0,2.0,0.842572062,0.646370726,766
1.0,28,0,2750.0,7,0,0,0,0.0,0.404319136,0.267539077,718
1.0,46,3,4000.0,3,2,0,2,0.0,1.054472764,0.177455636,697
1.0,26,0,5510.0,9,0,0,0,1.0,0.573821582,0.141716567,713
1.0,47,1,9300.0,3,0,0,0,2.0,0.970890914,0.050854747,747
1.0,40,1,4333.0,3,1,1,1,1.0,1.123505976,0.72311952,661
1.0,43,1,10462.0,7,0,0,0,2.0,0.624978817,0.115836758,673
1.0,39,0,6833.0,9,0,1,0,1.0,0.0,0.232806555,665
1.0,28,0,6300.0,0,1,0,0,0.0,0.9999999,0.0,674
1.0,52,0,9000.0,14,0,2,0,3.0,0.117926415,0.248416843,746
1.0,53,5,2500.0,8,0,1,1,2.0,1.026564062,1.253898441,703
1.0,81,5,5975.0,7,0,1,1,0.0,0.727198531,0.273761714,695
1.0,54,0,8200.0,14,0,2,0,0.0,0.0,0.3604438479999999,733
1.0,59,1,4916.0,16,0,4,0,3.0,0.76139226,1.195444377,686
1.0,29,4,3500.0,11,2,1,0,1.0,1.051749485,0.91145387,736
1.0,56,0,8391.0,8,0,3,0,2.0,0.647445749,0.7890848429999999,719
1.0,43,0,5100.0,10,0,0,0,0.0,0.382022472,0.029405999,694
1.0,42,3,1700.0,5,2,1,0,2.0,0.9999999,0.710758377,696
1.0,60,0,12500.0,5,0,1,0,1.0,0.302587177,0.2830973519999999,715
1.0,50,0,2000.0,2,3,0,0,0.0,0.9999999,0.31934033,692
1.0,56,0,6249.0,11,0,2,0,3.0,0.7442030629999999,0.68304,754
1.0,40,0,4000.0,19,0,2,0,3.0,0.361190717,0.772556861,764
1.0,44,0,6600.0,5,1,0,1,1.0,0.550898204,0.075291622,689
1.0,63,1,2539.0,8,0,0,0,0.0,0.971751412,0.600393701,700
1.0,64,1,3333.0,3,1,1,0,0.0,0.102994012,0.23965207,765
1.0,43,0,2700.0,4,0,0,0,1.0,1.006662225,0.166234728,660
1.0,42,0,8916.0,5,1,2,0,1.0,0.0462733059999999,0.313894808,767
1.0,48,0,9500.0,9,0,2,0,2.0,0.810911211,0.804020629,702
1.0,42,2,7583.0,5,0,1,0,2.0,0.237359779,0.4108649789999999,670
1.0,35,1,6084.0,11,1,1,1,3.0,0.786220687,0.3743631879999999,699
1.0,40,2,5600.0,12,0,1,0,0.0,0.884452165,0.93304767,688
1.0,52,1,5750.0,18,0,0,0,0.0,0.078366845,0.06885759,733
1.0,41,2,12645.0,2,3,0,1,1.0,0.9999999,0.078839159,759
1.0,70,2,3800.0,7,1,1,0,0.0,0.811349054,0.429097606,674
1.0,52,0,7166.0,14,0,1,0,0.0,0.83978373,0.3771452489999999,663
1.0,41,4,3500.0,6,0,0,2,3.0,0.9999999,0.515566981,686
1.0,39,0,11320.0,14,0,5,0,5.0,0.061226905,0.432293967,704
1.0,30,1,4400.0,3,1,0,0,1.0,0.9999999,0.042263122,681
1.0,49,1,5133.0,11,1,0,0,2.0,0.415536529,0.2125048689999999,729
1.0,31,0,4500.0,13,0,1,0,2.0,0.87995233,1.009553433,767
1.0,30,0,2700.0,0,0,0,0,0.0,0.9999999,0.0,748
1.0,59,2,28000.0,25,0,9,1,0.0,0.8833752020000001,0.98967894,744
1.0,29,0,2000.0,10,1,0,0,0.0,0.114915428,0.1954022989999999,738
1.0,36,1,6800.0,10,1,0,3,3.0,0.834839454,0.212615792,727
1.0,49,0,4350.0,3,1,0,0,0.0,0.93344426,0.147322455,679
1.0,33,2,4420.0,6,6,0,3,0.0,0.439446367,0.142954083,699
1.0,37,2,5400.0,12,0,2,0,3.0,0.7174874990000001,0.7343084609999999,756
1.0,52,3,6933.0,12,0,0,0,2.0,0.941325084,0.344534179,758
1.0,43,1,14216.0,11,0,4,0,2.0,0.7966732470000001,0.642470282,695
1.0,39,0,5200.0,0,2,0,0,1.0,0.9999999,0.0,720
1.0,39,3,3330.0,7,4,1,0,2.0,0.9999999,0.982287601,758
1.0,36,0,2537.0,9,2,0,0,1.0,0.101265823,0.227738377,688
1.0,51,0,2050.0,3,0,0,0,0.0,0.9999999,0.306192101,747
1.0,32,0,2100.0,0,0,0,0,4.0,0.9999999,0.0,763
1.0,49,1,2800.0,8,0,1,0,2.0,0.698784229,0.610853267,763
1.0,73,1,4374.0,9,2,2,0,0.0,0.8202574890000001,0.588342857,698
1.0,38,0,15800.0,18,0,3,0,1.0,0.611637937,0.739700019,682
1.0,58,3,10000.0,10,0,2,0,1.0,0.846418883,0.392260774,671
1.0,37,1,3076.0,4,1,0,0,0.0,0.8939005640000001,0.096197595,677
1.0,53,1,6200.0,9,2,1,0,1.0,0.684564572,0.284792775,708
1.0,51,3,4280.0,6,2,0,1,1.0,0.506264104,0.283345013,686
1.0,41,0,7200.0,3,0,0,0,3.0,0.953261685,0.137064297,680
1.0,44,0,6250.0,10,0,1,0,3.0,0.055040682,0.348424252,672
1.0,74,0,1500.0,0,3,0,0,0.0,0.9999999,0.006662225,694
1.0,58,2,1200.0,7,3,0,0,0.0,0.0,1.501248959,710
1.0,64,2,3800.0,9,1,2,0,0.0,0.565316203,0.953696396,716
1.0,39,1,3032.0,1,0,0,0,1.0,0.9999999,0.132871744,707
1.0,39,0,3950.0,3,0,0,0,3.0,0.278944984,0.0663123259999999,741
1.0,41,0,6071.0,5,1,2,0,4.0,0.236338579,0.3570487479999999,681
1.0,52,5,6000.0,10,0,1,3,0.0,0.917880482,0.538576904,730
1.0,54,3,4760.0,4,1,1,1,2.0,0.9999999,0.269481201,762
1.0,91,5,2394.0,5,1,0,3,0.0,0.7705472870000001,0.350313152,691
1.0,61,3,7400.0,14,1,3,1,0.0,0.736723641,0.722875287,694
